Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody	Cửa hàng có menu
Café/Dessert	Trà Sữa Tocotoco - Nam Đồng	11 Nam Đồng, P. Nam Đồng, Đống Đa, Hà Nội	4.5	999+	 09:00 - 21:00	25,000	50,000	0.0%	6.6	35	1
Café/Dessert	Phúc Long Vincom Nguyễn Chí Thanh	L1-01C Vincom Center, 54A Nguyễn Chí Thanh, P. Láng Thượng, Đống Đa, Hà Nội	4.5	999+	 07:00 - 22:00	45,000	60,000	0.0%	6.7	10	1
Ăn vặt/vỉa hè	Bánh Mì Bami Bread - Tây Sơn	189 Tây Sơn, P. Ngã Tư Sở, Đống Đa, Hà Nội	4.5	999+	 06:30 - 22:30	15,000	30,000	0.0%	6.8	11	1
Ăn vặt/vỉa hè	Chè Sầu Liên - Đường Láng	45 Đường Láng, P. Thịnh Quang, Đống Đa, Hà Nội	4.5	999+	 11:00 - 23:00	20,000	30,000	0.0%	7.1	12	1
Shop Online	BẾP SẠCH - Nem Lụi, Bún Trộn &amp; More	10B4 Phạm Ngọc Thạch. P. Kim Liên, Đống Đa, Hà Nội	4.5	500+	 07:30 - 21:00	15,000	50,000	0.0%	9.8	61	1
Café/Dessert	Kem Tràng Tiền - 259 Xã Đàn	259 Xã Đàn, P. Nam Đồng, Đống Đa, Hà Nội	4.5	10+	 09:00 - 21:00	40,000	80,000	0.0%	10.0	1	1
Quán ăn	Cô Ba - Nem Nướng Nha Trang - Thái Thịnh	63 Thái Thịnh, Đống Đa, Hà Nội	4.5	500+	 09:00 - 22:00	15,000	99,000	0.0%	10.0	1	1
Ăn vặt/vỉa hè	Lắc Tea - Trà Tắc Xí Muội - 69B Khương Thượng	69B Khương Thượng, P. Khương Thượng, Đống Đa, Hà Nội	4.5	500+	 09:00 - 22:30	10,000	30,000	0.0%	10.0	1	1
Ăn vặt/vỉa hè	Kinoko Corner - Ăn Vặt Online - Khu Tập Thể Trung Tự	111D5 Khu Tập Thể Trung Tự (Ngõ 4B Đặng Văn Ngữ Đi Vào, Mặt Sau Cafe Ngọt), Đống Đa, Hà Nội	4.5	500+	 09:00 - 20:00	25,000	50,000	0.0%	10.0	1	1
Café/Dessert	Trà Sữa Mixue - Lương Định Của	10C2 Mặt Đường Lương Định Của, Đống Đa, Hà Nội	4.5	999+	 09:00 - 22:00	20,000	30,000	0.0%	10.0	3	1
Café/Dessert	Rau Má Tươi Healthy - Xã Đàn	183 Xã Đàn, P. Nam Đồng, Đống Đa, Hà Nội	4.5	500+	 09:00 - 23:00	20,000	40,000	0.0%	10.0	15	1
Tiệm bánh, Ăn vặt/vỉa hè	Bánh Mì Hội An - Bánh Mì - Nguyễn Chí Thanh	129 Nguyễn Chí Thanh, P. Láng Hạ, Đống Đa, Hà Nội	4.5	500+	 07:00 - 21:00	0	0	0.0%	10.0	1	1
Café/Dessert	Feny Feny - Trà Sữa &amp; Trà Hoa Quả - 41 Ô Chợ Dừa	41 Ô Chợ Dừa, P. Ô Chợ Dừa, Đống Đa, Hà Nội	5.0	100+	 09:00 - 22:00	0	0	0.0%	9.9	3	1
Café/Dessert	Sữa Chua Trân Châu Mizy - Thái Hà	18 Ngõ 131 Thái Hà, P. Trung Liệt, Đống Đa, Hà Nội	4.5	500+	 08:30 - 22:45	20,000	100,000	0.0%	10.0	1	1
Ăn vặt/vỉa hè	Bánh Mì Tràng An - Doner Kebab	9 Kim Hoa, P. Phương Liên, Đống Đa, Hà Nội	4.5	999+	0	12,000	30,000	0.0%	0	0	1
Shop Online	La Rosette Macaron - Shop Online	107 B21 Khu Tập Thể Kim Liên, Ngõ 97 Phạm Ngọc Thạch, Đống Đa, Hà Nội	4.5	500+	 09:00 - 18:00	10,000	40,000	0.0%	9.5	22	1
Shop Online, Ăn chay	D&amp;D - Sữa Hạt Organic - Hoàng Ngọc Phách	6C3 Hoàng Ngọc Phách, P. Láng Hạ, Đống Đa, Hà Nội	4.5	50+	 07:00 - 19:00	0	0	0.0%	9.7	41	1
Quán ăn	Chick Garden - Chè Ngon &amp; Súp Ngọt - Chùa Láng	165 Phố Chùa Láng, P. Láng Thượng, Đống Đa, Hà Nội	4.5	999+	0	10,000	200,000	0.0%	0	0	1
Ăn vặt/vỉa hè	H2O - Nước Mía Cốt Dừa - Tây Sơn	176B Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội	4.5	500+	 08:00 - 22:00	10,000	12,000	0.0%	7.0	17	1
Shop Online	Minh Food - Nem Chua Rán &amp; Bánh Gà - Shop Online	98 Ngách 2 Ngõ 143 Yên Lãng, P. Láng Hạ, Đống Đa, Hà Nội	4.5	999+	 09:00 - 23:59	10,000	60,000	0.0%	9.4	13	1
Quán ăn	Hoa Quả 88 - Ngõ Cẩm Văn	2 Nghách 52 Ngõ Cẩm Văn, P. Hàng Bột, Đống Đa, Hà Nội	4.5	100+	0	10,000	200,000	0.0%	0	0	1
Shop Online	Apricot Fruits - Hoa Quả Gọt Sẵn - Shop Online	4 Ngõ 44 Phố Pháo Đài Láng, P. Láng Thượng, Đống Đa, Hà Nội	4.5	100+	 08:00 - 22:00	10,000	100,000	0.0%	10.0	1	1
Café/Dessert	Nik - Tiệm Kem Bơ &amp; Sữa Chua Đà Lạt - Tam Khương	28 Ngõ 21 Tam Khương, P. Khương Thượng, Đống Đa, Hà Nội	4.5	500+	 10:00 - 23:00	15,000	60,000	0.0%	9.8	14	1
Quán ăn	Let's Café - Coldbrew - Trung Tự	101B4 Ngõ 46C Phạm Ngọc Thạch, P. Trung Tự, Đống Đa, Hà Nội	5.0	100+	 08:00 - 17:00	10,000	40,000	0.0%	9.2	1	1
Quán ăn	Thanh Food - Mì Trộn Indomie &amp; Bánh Mì - Tây Sơn	11 Ngõ 252/34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội	4.5	50+	 00:00 - 01:00 | 08:00 - 23:59	0	0	0.0%	10.0	2	1
Quán ăn	Bánh Bao Nóng, Sữa Hạt &amp; Nước Ép - Phố An Trạch	45 Phố An Trạch, P. Quốc Tử Giám, Đống Đa, Hà Nội	4.5	999+	 06:00 - 22:30	10,000	50,000	0.0%	9.2	86	1
Quán ăn	Cô Lê - Nem Nướng Nha Trang - Khương Thượng	9 Khương Thượng, P. Khương Thượng, Đống Đa, Hà Nội	4.5	100+	 08:45 - 22:00	10,000	210,000	0.0%	9.7	2	1
Café/Dessert	Sành - Rau Má Mix &amp; Nước Mía Sầu Riêng - Chùa Láng	10 Ngõ 185 Chùa Láng, Đống Đa, Hà Nội	4.5	999+	 09:00 - 21:00	20,000	50,000	0.0%	9.0	2	1
Shop Online	Tâm Fruit - Nước Ép &amp; Sinh Tố Hoa Quả - Shop Online	15 Ngách 34 Ngõ 252 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội	4.5	100+	 07:00 - 23:59	25,000	35,000	0.0%	9.4	2	1
Quán ăn	Bún Bò Huế Nam Minh -  Mai Anh Tuấn	Ngõ 30 Mai Anh Tuấn ( Đối Diện 104 Nguyễn Phúc Lai), P. Ô Chợ Dừa, Đống Đa, Hà Nội	4.5	999+	 06:30 - 14:30 | 17:00 - 20:30	10,000	70,000	0.0%	9.2	17	1
Café/Dessert	Yu Tang - Chùa Láng	32 Chùa Láng, P. Láng Thượng, Đống Đa, Hà Nội	4.5	999+	 09:00 - 23:00	20,000	60,000	0.0%	7.9	344	1
Ăn vặt/vỉa hè	Hoa Quả 88 - Thái Hà	37A Ngõ 278/2/1 Thái Hà, P. Trung Liệt, Đống Đa, Hà Nội	4.5	999+	0	40,000	50,000	0.0%	0	0	1
Café/Dessert	Chàm Cafe - Thái Hà	28 Ngõ Thái Hà, Đống Đa, Hà Nội	4.5	100+	 08:00 - 22:00	30,000	40,000	0.0%	9.1	2	1
Quán ăn	Cô Ba - Nem Nướng Nha Trang - Thái Thịnh	65 Thái Thịnh, Đống Đa, Hà Nội	4.5	100+	 09:30 - 21:00	10,000	30,000	0.0%	8.9	2	0
Quán ăn	Sữa Chua Cô Oanh - Sữa Chua Trân Châu &amp; Đồ Ăn Vặt	109 Ngõ 1A Tôn Thất Tùng, P. Kim Liên, Đống Đa, Hà Nội	4.5	500+	 08:00 - 21:00	18,000	50,000	0.0%	8.3	11	1
Café/Dessert	Lermalermer - Yên Thế	16 Ngõ Yên Thế, P. Văn Miếu, Đống Đa, Hà Nội	5.0	10+	 08:00 - 23:30	40,000	55,000	0.0%	7.8	8	1
Café/Dessert	Là Việt Coffee - Láng Hạ	Ngõ 57 Láng Hạ, Đống Đa, Hà Nội	4.5	10+	 07:00 - 17:00	20,000	50,000	0.0%	9.2	1	1
Quán ăn	Vua Hoa Quả Dầm - Chùa Bộc	11 Ngõ 12 Chùa Bộc, P. Quang Trung, Đống Đa, Hà Nội	4.5	500+	 08:00 - 22:00	20,000	28,000	0.0%	8.8	2	1
Ăn vặt/vỉa hè	Bánh Tráng Cô Hương - Bánh Tráng Trộn &amp; Nem Chua Nướng - Khâm Thiên	237B Khâm Thiên, P. Thổ Quan, Đống Đa, Hà Nội	4.5	500+	 10:00 - 23:00	0	0	0.0%	9.0	1	1
Café/Dessert	Tiệm Tháng Năm - Láng Hạ	11 Ngõ 36 Láng Hạ, P. Láng Hạ, Đống Đa, Hà Nội	4.5	100+	 07:00 - 21:00	15,000	35,000	0.0%	8.8	2	1
Shop Online	Bánh Cuốn, Cơm &amp; Cháo Ba Sướng - Shop Online	310 Lê Duẩn, P. Trung Phụng, Đống Đa, Hà Nội	4.5	50+	 08:00 - 22:00	25,000	40,000	0.0%	9.0	1	1
Shop/Cửa hàng	Chero Buns - Bánh Bao Tươi - Nguyễn Phúc Lai	18 Ngõ 24 Nguyễn Phúc Lai, P. Ô Chợ Dừa, Đống Đa, Hà Nội	4.5	999+	0	12,000	80,000	0.0%	0	0	1
Quán ăn	Cơm Niêu Văn Phòng &amp; Cơm Sinh Viên - Tây Sơn	17 Ngõ 252 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội	4.5	999+	 10:00 - 14:30 | 17:00 - 21:00	10,000	50,000	0.0%	9.4	69	1
Ăn vặt/vỉa hè	Đông Dương Fruits - Trái Cây Gọt Sẵn, Sinh Tố &amp; Nước Ép	123 Đặng Tiến Đông, P. Trung Liệt, Đống Đa, Hà Nội	4.5	999+	 06:00 - 21:00	30,000	100,000	0.0%	8.8	20	1
Quán ăn	Tiệm Mì Tươi Ramen2go - Nguyễn Văn Tuyết	108B Nguyễn Văn Tuyết, P. Trung Liệt, Đống Đa, Hà Nội	4.5	999+	 10:00 - 14:00 | 15:00 - 21:00	55,000	60,000	0.0%	8.9	3	1
Shop Online	Korean Kitchen - Bếp Hàn Online - Đặng Văn Ngữ	102 Ngõ 4C Đặng Văn Ngữ, P. Trưng Tự, Đống Đa, Hà Nội	4.5	999+	 10:30 - 21:00	25,000	100,000	0.0%	7.9	98	1
Quán ăn	Miến Lươn Phúc - Ngõ Thái Thịnh 1	149 Ngõ Thái Thịnh 1, Thái Thịnh, P. Thịnh Quang, Đống Đa, Hà Nội	4.5	500+	 09:00 - 21:00	30,000	35,000	0.0%	7.8	7	1
Café/Dessert, Quán ăn	Kem Tràng Tiền - Vincom Nguyễn Chí Thanh	54A Nguyễn Chí Thanh, P. Láng Thượng, Đống Đa, Hà Nội	4.5	50+	 09:00 - 21:30	30,000	150,000	0.0%	8.6	1	1
Café/Dessert	The Alley - Trà Sữa Đài Loan - 48 Trần Phú	48 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:45	41,000	70,000	0.0%	6.6	9	1
Café/Dessert	Trà Sữa Tocotoco - 30 Trần Phú	30 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	40,000	55,000	0.0%	4.2	1	1
Ăn vặt/vỉa hè	TOK Burgers - Bánh Mì Kim Chi Thịt Nướng - KĐT Văn Quán	A14 TT8, Đường 19-5, KĐT Văn Quán, P. Văn Quán, Hà Đông, Hà Nội	4.5	999+	 06:00 - 21:00	25,000	35,000	0.0%	7.5	23	1
Café/Dessert	Trà Sữa Tocotoco - 39 Quang Trung	39 Quang Trung, P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 09:00 - 21:00	35,000	55,000	0.0%	5.3	8	1
Café/Dessert	Tmore - Tiệm Trà Chanh - Ngô Thì Nhậm Hà Đông	LK15 NO 01 Ngô Thì Nhậm, P. Hà Cầu, Hà Đông, Hà Nội	4.5	999+	0	10,000	40,000	0.0%	0	0	1
Café/Dessert	Sữa Chua Trân Châu Mizy - KĐT Văn Khê	12 LK3 KĐT Văn Khê, P. La Khê, Hà Đông, Hà Nội	4.5	100+	 09:00 - 22:00	20,000	35,000	0.0%	9.9	6	1
Quán ăn	Ốc Hương Trang® - 139B Lê Hồng Phong	139B Lê Hồng Phong, P. Hà Cầu, Hà Đông, Hà Nội	4.5	500+	 14:00 - 23:59	50,000	150,000	0.0%	10.0	5	1
Quán ăn	Chè Ngon Nhà Làm &amp; Đồ Ăn Vặt	34B Phố Cầu Am (Làng Vạn Phúc), P. Vạn Phúc, Hà Đông, Hà Nội	4.5	100+	 10:00 - 19:00	15,000	30,000	0.0%	10.0	2	1
Café/Dessert	Trà Sữa Pozaa Tea - TTTM Hồ Gươm Plaza	TTTM Hồ Gươm Plaza Số 102 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 08:00 - 22:30	25,000	50,000	0.0%	10.0	1	1
Quán ăn	Gà Luộc &amp; Gà Ủ Muối Hoa Tiêu &amp; Gà Rán - Ao Sen	8 Ngõ 36 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 23:59	10,000	100,000	0.0%	10.0	2	1
Café/Dessert	Big Cat Coffee	17 Ngõ 102 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội	4.5	100+	 07:00 - 23:00	20,000	40,000	0.0%	10.0	2	1
Ăn vặt/vỉa hè	Chang Hi - Chè Thốt Nốt Dừa Dầm Ngon Nhất Hà Nội Online - Nguyễn Văn Lộc	112 Nguyễn Văn Lộc - Làng Việt Kiều Châu Âu, P. Mộ Lao, Hà Đông, Hà Nội	4.5	100+	 09:00 - 23:00	30,000	40,000	0.0%	9.7	60	1
Ăn vặt/vỉa hè	Bánh Mì Ngon 88 - Ngô Thì Nhậm	18 Ngô Thì Nhậm, P. Hà Cầu, Hà Đông, Hà Nội	4.5	999+	 07:00 - 20:00	20,000	50,000	0.0%	10.0	1	1
Café/Dessert	Lạ Coffee - Sinh Tố, Cà Phê &amp; Nước Ép	Ki Ốt 10 V2 The Vesta, Hà Đông, Hà Nội	4.5	100+	 08:00 - 22:00	20,000	50,000	0.0%	9.0	9	1
Ăn vặt/vỉa hè	Bánh Mì Dân Tổ - Ngô Thì Sỹ	45 Ngô Thì Sỹ, P. Vạn Phúc, Hà Đông, Hà Nội	4.5	999+	 07:00 - 22:00	20,000	100,000	0.0%	<span>_._</span>	0	1
Café/Dessert	Trà sữa Tocotoco - Lê Trọng Tấn	156 Lê Trọng Tấn, P. La Khê, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	30,000	50,000	0.0%	3.6	1	1
Café/Dessert	Trà Sữa Tocotoco - 686 Quang Trung	686 Quang Trung, P. La Khê, Hà Đông, Hà Nội	4.5	999+	0	25,000	70,000	0.0%	0	0	1
Café/Dessert	Manto Milktea	196 Chiến Thắng, P. Văn Quán, Hà Đông, Hà Nội	4.5	100+	 10:00 - 23:00	8,000	35,000	0.0%	9.4	10	1
Quán ăn	Hồng Hoa - Bánh Mì Bò Xào	2 Ngõ 36 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	500+	 07:00 - 22:00	3,000	50,000	0.0%	8.4	6	1
Quán ăn	BUMTRO - Bún Trộn Nam Bộ - Chiến Thắng	262 Chiến Thắng, P. Văn Quán, Hà Đông, Hà Nội	4.5	999+	 08:00 - 22:00	25,000	60,000	0.0%	8.5	5	1
Café/Dessert	Sữa Chua Trân Châu Hạ Long - Ngô Thì Nhậm	23B Ngô Thì Nhậm, Hà Đông, Hà Nội	4.5	999+	 09:00 - 23:00	20,000	35,000	0.0%	8.6	2	1
Quán ăn	Nem Nướng Nha Trang Cô Hơn - Ao Sen	14 Ngõ 2 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 07:00 - 22:00	30,000	50,000	0.0%	8.4	1	1
Café/Dessert	Trà Sữa Yin Cha - Trân Châu Hoa Quả Tươi	Số 3 Nguyễn Viết Xuân, P. Quang Trung, Hà Đông, Hà Nội	4.5	100+	 08:00 - 22:30	5,000	999,000	0.0%	10.0	1	1
Ăn vặt/vỉa hè	Tana - Siêu Thị Bánh Tráng - Lê Lai	50 Lê Lai, P. Hà Cầu, Hà Đông, Hà Nội	4.5	999+	 08:30 - 21:30	10,000	30,000	0.0%	8.1	3	1
Quán ăn	Teen Food- Nem Chua Rán Chị Hạnh - Hà Đông	9B Ngõ 2 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	500+	 10:00 - 22:00	7,000	60,000	0.0%	8.2	1	1
Quán ăn	BUMTRO - Bún Trộn Nam Bộ - Ngô Thì Nhậm	13 Ngõ 2 Ngô Thì Nhậm, P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 08:00 - 21:00	15,000	40,000	0.0%	8.0	1	1
Quán ăn	Bún Đậu Ngoáy - Bế Văn Đàn	87 Bế Văn Đàn, P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 08:00 - 22:00	20,000	30,000	0.0%	7.1	29	1
Ăn vặt/vỉa hè	Bảo Bin Quán - Nem Nướng Nha Trang	Đối Diện 34 LK6A Làng Việt Kiều Châu Âu, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 08:00 - 20:00	10,000	50,000	0.0%	8.1	12	1
Ăn vặt/vỉa hè	Mỡ Quán - Bánh Gà Thần Thánh &amp; Cơm gà	195 Thanh Bình, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	10,000	50,000	0.0%	7.4	40	1
Café/Dessert	Sữa Chua Trân Châu Family - Văn Quán	A10 - TT11 KĐT Văn Quán, Hà Đông, Hà Nội	4.5	100+	 09:00 - 22:45	20,000	50,000	0.0%	8.0	1	1
Ăn vặt/vỉa hè	Tú Anh - Bánh Xèo &amp; Nem Lụi	91 Bế Văn Đàn, P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 10:00 - 22:00	5,000	10,000	0.0%	7.7	26	1
Café/Dessert	Smile Tea &amp; Coffee	1 Trần Hưng Đạo, P. Nguyễn Trãi, Hà Đông, Hà Nội	4.5	100+	 07:00 - 23:00	20,000	50,000	0.0%	8.7	15	1
Quán ăn	Gà Rán &amp; Chè Sài Gòn - Phan Đình Giót	34 Phan Đình Giót, P. La Khê, Hà Đông, Hà Nội	4.5	999+	 08:00 - 22:00	30,000	50,000	0.0%	8.0	1	1
Ăn vặt/vỉa hè	Chicken July - Chân Gà Rút Xương &amp; Ăn Vặt	95 Bế Văn Đàn, P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 09:00 - 23:00	20,000	50,000	0.0%	8.2	5	1
Café/Dessert	The Coffee House - 38 Nguyễn Khuyến	38 Nguyễn Khuyến, P. Văn Quán, Hà Đông, Hà Nội	4.5	100+	 07:00 - 21:00	30,000	60,000	0.0%	7.8	1	1
Quán ăn	Giang Béo - Bún Đậu Mắm Tôm	18A Ngõ 3 Ao Sen, Hà Đông, Hà Nội	4.5	999+	 09:00 - 21:00	10,000	25,000	0.0%	7.0	25	1
Ăn vặt/vỉa hè	Cháo Dinh Dưỡng Thùy Linh - The Pride Hải Phát	 AT10 Khu Ẩm Thực Tầng 1, CT4 TTTM The Pride Hải Phát, P. La Khê, Hà Đông, Hà Nội	4.5	500+	 06:00 - 22:00	20,000	45,000	0.0%	9.5	57	1
Café/Dessert	Kafa Cafe - Nguyễn Văn Lộc	LK6C Làng Việt Kiều Châu Âu, Nguyễn Văn Lộc, P. Mộ Lao, Hà Đông, Hà Nội	4.5	50+	 07:30 - 21:30	20,000	100,000	0.0%	9.4	1	1
Café/Dessert	Kem Swensen's - Aeon Mall Hà Đông	Tầng 1 Aeon Mall Hà Đông, Hà Đông, Hà Nội	4.5	6	 10:00 - 22:00	109,000	490,000	0.0%	8.1	4	1
Café/Dessert	Starbucks Coffee - Seasons Avenue	Tòa S4, Seasons Avenue (Cạnh Mulberry Lane Mỗ Lao), P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 07:00 - 22:00	40,000	150,000	0.0%	7.3	5	1
Nhà hàng	Marukame Udon - Udon &amp; Tempura - Aeon Mall Hà Đông	Tầng 1, Tầng 1, Lô T150 - T151 Aeon Mall Hà Đông, P. Dương Nội, Hà Đông, Hà Nội	4.5	100+	 10:00 - 22:00	10,000	110,000	0.0%	7.5	2	1
Ăn vặt/vỉa hè	Bánh Mì Dân Tổ - Ao Sen	9B Ngõ 4 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 06:00 - 23:00	15,000	30,000	0.0%	7.2	4	1
Quán ăn	Bún Riêu Cá Trường Sa - Ao Sen	9 Ngõ 3 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	500+	 07:00 - 21:00	20,000	30,000	0.0%	7.4	11	1
Quán ăn	Vịt Quay Lạng Sơn - Tô Hiệu	169 Tô Hiệu, P. Hà Cầu, Hà Đông, Hà Nội	4.5	100+	 07:00 - 21:00	10,000	300,000	0.0%	7.3	3	1
Ăn vặt/vỉa hè	Chè Ngon Hà Đông - Quán Ăn Vặt	36 Cầu Am, Vạn Phúc, P. Vạn Phúc, Hà Đông, Hà Nội	4.5	999+	 09:00 - 23:00	6,000	25,000	0.0%	7.5	10	1
Nhà hàng	Gà Rán KFC - Mê Linh Plaza	Tầng 4, TTTM Mê Linh Plaza, Tô Hiệu, P. Hà Cầu, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	30,000	88,000	0.0%	7.2	19	1
Quán ăn	Gà Rán KFC - Hồ Gươm Plaza	Tầng 1, Tầng 1, Hồ Gươm Plaza, 110 Trần Phú, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	50,000	110,000	0.0%	7.1	22	1
Café/Dessert	Trà Sữa Tiger Sugar By HongKong - Chiến Thắng	60A Chiến Thắng, Hà Đông, Hà Nội	4.5	999+	 07:00 - 23:00	20,000	40,000	0.0%	6.8	6	1
Café/Dessert	Royaltea - Vạn Phúc	104 Vạn Phúc, P. Vạn Phúc, Hà Đông, Hà Nội	4.5	999+	 09:00 - 23:00	20,000	70,000	0.0%	7.0	6	1
Ăn vặt/vỉa hè	Ngọc Thạch Quán - Tô Hiệu	Ki Ốt 8 Cầu Đơ (Gần Ngã Tư Nhà Thi Đấu Hà Đông), P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	15,000	30,000	0.0%	5.8	4	1
Quán ăn	Bimbimbap - Cơm Trộn &amp; Cơm Gà Hàn Quốc - Ao Sen	12B Ngõ 4 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	50,000	200,000	0.0%	7.7	14	1
Café/Dessert	Cha Go Tea &amp; Caf'e - Trần Phú	34 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 08:30 - 22:30	30,000	80,000	0.0%	6.7	27	1
Café/Dessert	Royaltea - 27 Tô Hiệu	27 Tô Hiệu, P. Nguyễn Trãi, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	30,000	60,000	0.0%	7.0	7	1
Ăn vặt/vỉa hè	Miele Pane - Tiệm Bánh Mì &amp; Xôi - Ngô Thì Nhậm	LK6/9 Ngô Thì Nhậm, P. Hà Cầu, Hà Đông, Hà Nội	4.5	999+	 07:30 - 23:00	10,000	40,000	0.0%	6.5	3	1
Quán ăn	Ghiền 3 Miền - Nem Lụi - Nguyễn Văn Lộc	376 Nguyễn Văn Lộc, P. Mộ Lao, Hà Đông, Hà Nội	3.5	100+	0	10,000	200,000	0.0%	0	0	1
Quán ăn	Hắt 2 Ô - Nem Nướng Nha Trang - Trần Phú	81 Trần Phú, P. Văn Quán, Hà Đông, Hà Nội	4.5	999+	 09:30 - 21:30	50,000	80,000	0.0%	6.3	24	1
Café/Dessert	Trà Sữa Tocotoco - Hồ Gươm Plaza	Tầng 1, Tầng 1, Hồ Gươm Plaza, 110 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 21:00	25,000	60,000	0.0%	6.5	28	1
Quán ăn	KCC - Phở &amp; Cơm Rang - Cơm Gà Xối Mắm	113 Nguyễn Viết Xuân, P. Hà Cầu, Hà Đông, Hà Nội	4.5	999+	 06:00 - 14:00 | 17:30 - 22:00	30,000	60,000	0.0%	7.2	1	1
Quán ăn	Bánh Cuốn, Bún Chả &amp; Gà Tần - Nguyễn Viết Xuân	155 Nguyễn Viết Xuân, P. Hà Cầu, Hà Đông, Hà Nội	4.5	500+	 06:30 - 22:00	20,000	35,000	0.0%	6.4	2	1
Ăn vặt/vỉa hè	Ngọc Loan - Ốc Ăn Vặt - Lê Lai	26 Lê Lai, Hà Đông, Hà Nội	4.5	999+	 10:00 - 22:00	25,000	50,000	ShopeeFood</span	6.6	9	1
Café/Dessert	Trà Sữa Feeling Tea - Hà Đông	169 Quang Trung, P. Quang Trung, Hà Đông, Hà Nội	4.5	999+	 08:00 - 22:00	15,000	50,000	0.0%	6.7	32	1
Café/Dessert	Royaltea - Quang Trung	425 Quang Trung, P. Phú La, Hà Đông, Hà Nội	4.5	999+	 08:00 - 23:00	25,000	50,000	0.0%	6.3	9	1
Café/Dessert	KOI Thé - Aeon Mall Hà Đông	ST145-1, TTTM Aeon Mall Hà Đông, Hà Đông, Hà Nội	4.5	999+	 10:00 - 21:30	50,000	100,000	0.0%	8.3	8	0
Quán ăn	Cô Lê - Nem Nướng Nha Trang - Ao Sen	16B Ngõ 3 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 21:30	18,000	40,000	0.0%	7.2	26	1
Shop Online	KA-Tea-Food - Trà Sữa - Văn Nội	9 Tổ 2 Văn Nội, P. Phú Lương, Hà Đông, Hà Nội	0.0	3	 12:00 - 22:00	0	0	0.0%	10.0	1	1
Quán ăn	Bún Bò Huế Ngự Uyển - KĐT Xa La	BT7 - VT7 KĐT Xa La, P. Phúc La, Hà Đông, Hà Nội	4.5	999+	0	25,000	60,000	0.0%	0	0	1
Café/Dessert	Trà Sữa Mixue - Ao Sen	1A Ngõ 3 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	15,000	25,000	0.0%	9.2	2	1
Café/Dessert	Bastet's Home - Trà Sữa &amp; Ăn Vặt - Hà Đông	34 Trưng Nhị, Hà Đông, Hà Nội	4.5	500+	 09:00 - 23:00	15,000	30,000	0.0%	7.6	59	1
Quán ăn	Hoàng Huệ - Cơm Rang &amp; Bún Bò Trộn	8B Ngõ 4 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội	4.5	999+	 09:00 - 23:00	23,000	30,000	0.0%	6.1	42	1
Ăn vặt/vỉa hè	Dương Mập Quán - Đồ Ăn Vặt &amp; Hoa Quả Dầm	4 Ngõ 4 Ao Sen, Hà Đông, Hà Nội	4.5	999+	 09:00 - 22:00	10,000	30,000	0.0%	6.1	7	1
